CMSL#,District,Trade Class,Active?,Location Name,Brand Code,Phone,Fax,Physical Address 1,Physical Address 2,City,Province,PostCode,Open 24 hours?,opens,closes,Food Store?,Restaurant?,Service Station?,No.of bays,Carwash?,Carwash Type 1,Carwash Type 2,Truckwash?,Travel Stop?,Cardlock Type,ATM Banking?,SaniDump?,Showers?,Trucker Lounge?,Weigh-Scale?,Laundry?,Lottery?,Used Oil Depot?,Tire Repair?,Diesel?,Gasoline?,Ethanol?,Propane?,NGV?,Division,ALT-cd,System,MS-cd,Husky Market?,Pay@Pump?,Propane Tank Exchange?,Cust-no,Acc.Type,Site Terms,Tank Terms,Reseller id #,Excemption License #,Rent Terms,MeterProducts,ss-commission,fs-commission,cl-commission,SiteProducts,Latitude, Longitude,Motorists with Disabilities?,Bulk DEF
1105,105,SPISL,no,PARKSVILLE HUSKY,HUSKY,(250)248-3744,(250)248-3338,PARKSVILLE HUSKY,650 EAST ISLAND HWY,PARKSVILLE,BC,V9P 1V6,yes,,,yes,no,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,1,ALT09,yes,MS014,no,?,no,232439,R7,E30,ECOD,881628002RT,128101,,,,,,104;105;131;154;9105;,49.31651,-124.28979,yes,no
1110,105,SSERV,yes,QUADRA HUSKY,HUSKY,(250)386-6422,(250)386-6422,QUADRA HUSKY,2100 QUADRA ST,VICTORIA,BC,V8T 4C5,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,1,ALT04,no,MS014,no,yes,no,667925,R4,E30,CONS,828896720RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,48.43234133,-123.3585559,yes,no
1112,221,SSERV,yes,WOODBINE HUSKY MARKET,HUSKY,(403)251-4040,             ,WOODBINE HUSKY MARKET,11808 24 ST SW,CALGARY,AB,T2W 6G2,no,530,2300,yes,no,yes,3,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,50.94667,-114.117788,yes,no
1114,221,INCOM,yes,WOODBINE HUSKY SERVICE,HUSKY,(403)251-7171,(403)238-3890,WOODBINE HUSKY SERVICE,11808 24 ST SW,CALGARY,AB,T2W 6G2,no,530,2300,yes,no,yes,3,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667326,R6,E30,,,,ERNT,,,,,,50.946653,-114.117844,yes,no
1115,220,SSERV,yes,SIGNAL HILL HUSKY/MAC'S,HUSKY,(403)246-2878,(416)609-7161,SIGNAL HILL HUSKY/MAC'S,1919 SIROCCO DR SW,CALGARY,AB,T3H 2Y3,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,yes,MS003,no,yes,no,839225,R7,30,15,104855408RT,,,,,,,105;174;,51.03565455,-114.1672337,yes,no
1116,220,SSERV,yes,HAWKSTONE HUSKY,HUSKY,(403)208-8061,(403)238-5258,HAWKSTONE HUSKY,250 HAWKSTONE DR NW,CALGARY,AB,T3G 3T4,no,700,2230,yes,no,no,,yes,Touchless,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,yes,MS003,no,no,yes,667219,R4,E30,ECOD,827060120RT,,,,,,,105;131;174;,51.135298,-114.172539,yes,no
1125,347,SSERV,yes,CACHE CREEK HUSKY TC,HUSKY,(250)457-6643,(250)457-9511,CACHE CREEK HUSKY TC ,959 S TRANS CANADA HWY,CACHE CREEK,BC,V0K 1H0,yes,,,yes,yes,no,,no,,,no,no,Husky Route Commander,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,3,ALT01,no,MS006,yes,yes,no,796946,R7,E30,CONS,211580609RT,325373,ERNT,104;131;173;175;9131;,; 0.70;;; 0.70;, 0.70; 0.70; 0.70; 0.70;;,; 1.00;;; 1.00;,104;131;173;175;9131;,50.80556,-121.325,no,no
1126,347,SSERV,yes,CACHE CREEK HUSKY TC,HUSKY,(250)457-9312,(250)457-9511,CACHE CREEK HUSKY TC,959 S TRANS CANADA HWY,CACHE CREEK,BC,V0K 1H0,yes,,,yes,yes,no,,no,,,no,no,Husky Route Commander,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,3,ALT01,no,MS006,yes,yes,no,796946,R7,30,,211580609RT,325373,,,,,,,50.80815414,-121.3253808,no,no
1128,1901,BULKD,yes,CADILLAC HUSKY,HUSKY,(306)785-2222,(306)785-2006,CADILLAC HUSKY,HWY 4,CADILLAC,SK,S0N 0K0,no,800,1700,no,no,yes,1,no,,,no,no,other cardlock system,no,no,no,no,no,no,?,no,yes,yes,yes,yes,yes,no,19,ALT02,yes,MS000,no,?,no,532044,R2,E30,E10,102918026RT,1268267,,,,,,131;154;175;9131;9154;,49.727555,-107.74397,no,no
1130,221,SSERV,yes,SCENIC ACRES HUSKY MARKET,HUSKY,(403)241-0212,(403)547-0265,SCENIC ACRES HUSKY MARKET,120 SCENIC ACRES BLVD NW,CALGARY,AB,T3L 1S8,no,600,2200,yes,no,yes,3,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.11972061,-114.2113899,yes,no
1131,108,SPISL,no,7 ELEVEN MOHAWK,MOHAWK,(250)751-8973,(604)586-1504,7 ELEVEN MOHAWK,6201 BLUEBACK RD,NANAIMO,BC,V9V 1A8,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,1,ALT09,yes,MS014,no,?,no,806372,R4,PREPAY,,,R777626,,,,,,,49.24152697,-124.0400212,yes,no
1132,220,SSERV,yes,SCENIC ACRES SERVICE BAYS,HUSKY,(403)241-0213,(403)208-9664,SCENIC ACRES SERVICE BAYS,120 SCENIC ACRES BLVD NW,CALGARY,AB,T3L 1S8,no,600,2200,yes,no,yes,3,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667877,R7,E30,,894297118RT,,,,,,,,51.11932739,-114.2146998,yes,no
1135,105,FSERV,no,CLAIR DOWNEY HUSKY,HUSKY,(250)656-2921,(250)656-0434,CLAIR DOWNEY HUSKY,9429 CANORA RD,SIDNEY,BC,V8L 1P2,no,730,1800,no,no,yes,5,no,,,no,no,,no,no,no,no,no,no,?,yes,yes,yes,yes,yes,yes,no,1,ALT09,yes,MS014,no,?,no,232462,R7,CC,,,EXEMPT,,,,,,,48.63774884,-123.417735,yes,no
1140,105,SSERV,yes,PORT ALBERNI HUSKY,HUSKY,(250)723-9522,(250)723-9522,PORT ALBERNI HUSKY,3714 3 AVE,PORT ALBERNI,BC,V9Y 4G1,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,1,ALT04,no,MS014,no,yes,no,667925,R4,E30,CONS,828896720RT,,ERNT,104;131;173;175;9103;,;;;;;, 1.00; 1.00; 1.00; 1.00; 1.00;,;;;;;,104;131;173;175;9103;,49.24417,-124.80806,yes,no
1141,222,SSERV,no,FOOTHILLS HUSKY,HUSKY,(403)279-2064,(403)279-2073,FOOTHILLS HUSKY,100 3716 61 AVE SE,CALGARY,AB,T2G 1Z4,no,700,1700,no,no,yes,3,no,,,no,no,,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,2,ALT09,yes,MS003,no,no,no,307140,R4,CC,,R129634879,,,,,,,,50.998918,-113.98085,yes,no
1143,105,FSERV,yes,COMOX HUSKY,HUSKY,(250)339-2345,(250)339-2039,COMOX HUSKY,648 ANDERTON RD,COMOX,BC,V9M 2J3,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,1,ALT04,yes,MS014,no,yes,no,667968,R4,E30,ECOD,807924998RT,,,,,,,104;105;131;154;,49.68667,-124.9347222,yes,no
1148,221,SSERV,yes,MACLEOD TR HUSKY MARKET,HUSKY,(403)243-4262,(403)243-2655,MACLEOD TR HUSKY MARKET,4201 MACLEOD TR S,CALGARY,AB,T2G 2R8,no,600,2400,yes,no,no,,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.01639,-114.064441,yes,no
1154,231,SPISL,no,WEADICKVILLE HUSKY,HUSKY,(403)242-2424,(999)999-9999,WEADICKVILLE HUSKY,401 16 AVE NE,CALGARY,AB,T3C 2E7,no,1000,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,?,?,?,?,?,2,ALT09,?,MS003,?,no,?,666951,R7,DUEN,,858945603RT,,,,,,,,0,0,yes,no
1156,1909,BULKD,no,BRANDON PETROLEUM CALGARY,HUSKY,(403)234-8954,(000)000-0000,BRANDON PETROLEUM CALGARY,740 19 ST SE,CALGARY,AB,T2G 4E2,no,800,1700,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,no,no,no,no,no,19,ALT09,?,MS000,?,no,?,792770,R6,DUEN,,EXEMPT,,ERNT,,,,,,51.03692197,-114.0180097,no,no
1157,347,SSERV,yes,CALGARY HUSKY TC,HUSKY,(403)291-1616,(403)291-9079,CALGARY HUSKY TC,2525 32 AVE NE,CALGARY,AB,T1Y 6B7,yes,,,yes,yes,yes,1,yes,Touchless,,no,yes,Husky Route Commander,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,3,ALT01,no,MS003,no,yes,yes,667859,R7,E30,,833623325RT,,ERNT,,,,,,51.0815001,-114.0510819,no,no
1161,231,SPISL,no,ROUND-UP CENTRE,HUSKY,(403)242-2424,             ,ROUND-UP CENTRE,1419 8 ST SW,CALGARY,AB,T3C 2E7,no,1000,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,?,?,?,?,?,2,ALT09,?,MS003,?,no,?,667106,R7,DUEN,,,,,,,,,,0,0,yes,no
1164,220,SSERV,yes,MEMORIAL DR HUSKY/MAC'S,HUSKY,(403)248-7818,(999)999-9999,MEMORIAL DR HUSKY/MAC'S,6060 MEMORIAL DR NE,CALGARY,AB,T2A 5Z5,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS003,no,yes,yes,667734,R7,30,15,104855408RT,,,,,,,105;174;,51.05256104,-113.9418989,yes,no
1166,221,SSERV,yes,BOW TR HUSKY MARKET,HUSKY,(403)242-2424,(403)242-3796,BOW TR HUSKY MARKET,3824 BOW TR SW,CALGARY,AB,T3C 2E7,no,600,2300,yes,no,no,,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.04603242,-114.1431391,yes,no
1171,347,SSERV,yes,CALGARY HUSKY TC,HUSKY,(403)291-1233,(403)291-1224,CALGARY HUSKY TC,2525 32 AVE NE,CALGARY,AB,T1Y 6B7,yes,,,yes,yes,yes,1,yes,Touchless,,no,yes,Husky Route Commander,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,3,ALT01,no,MS003,no,yes,yes,667859,R7,E30,CONS,833623325RT,,ERNT,105;131;173;174;, 0.70; 0.70;;;, 0.70;; 0.70; 0.70;, 1.00; 1.00;;;,105;131;173;174;,51.08134178,-113.9997135,no,no
1191,223,SSERV,yes,CLARENCE ST HUSKY,HUSKY,(519)754-1077,             ,CLARENCE ST HUSKY,196 DALHOUSIE ST,BRANTFORD,ON,N3S 7V1,yes,,,yes,yes,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS010,no,yes,no,667764,R7,E30,ECOD,829200096RT,,ERNT,,,,,104;175;,43.13975,-80.258804,yes,no
1192,221,SSERV,yes,SUNALTA HUSKY MARKET,HUSKY,(403)244-7676,(000)000-0000,SUNALTA HUSKY MARKET,1205 14 ST SW,CALGARY,AB,T3C 1C4,yes,,,yes,no,no,,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.04216167,-114.0947221,yes,no
1194,DAS,INCOM,no,PARKVIEW SERVICE BAY,HUSKY,(403)860-6724,(000)000-0000,PARKVIEW SERVICE BAY,2100 14 ST NW,CALGARY,AB,T2M 3N5,no,800,1700,no,no,yes,3,no,,,no,no,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,3,ALT09,yes,MS003,no,?,no,667800,R6,30,,SB No fuel,,ERNT,,,,,,0,0,yes,no
1196,221,SSERV,yes,MT ROYAL HUSKY MARKET,HUSKY,(403)244-2499,(800)796-2181,MT ROYAL HUSKY MARKET,1419 8 ST SW,CALGARY,AB,T2R 1B8,yes,,,yes,no,no,,no,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;173;174;,;;;, 1.00; 1.00; 1.00;,;;;,105;173;174;,51.039554,-114.081823,yes,no
1198,221,SSERV,yes,SOUTHWOOD HUSKY,HUSKY,(403)255-7644,(403)252-4931,SOUTHWOOD HUSKY,11033 ELBOW DR SW,CALGARY,AB,T2W 1G7,no,600,2300,yes,no,yes,3,no,,,no,no,,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,2,ALT04,no,MS003,no,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,50.95352685,-114.0847599,yes,no
1202,352,SSERV,no,FRANKLIN HUSKY,HUSKY,(403)272-4944,(403)272-5722,FRANKLIN HUSKY,3304 8 AVE NE,CALGARY,AB,T2A 6T2,no,800,1800,yes,no,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,3,ALT09,no,MS003,no,no,no,667389,R4,CC,,856-842-059,,ERNT,,,,,,51.05962564,-113.9860126,yes,no
1204,221,SSERV,yes,SUNDANCE HUSKY MARKET,HUSKY,(403)571-3663,(403)201-6968,SUNDANCE HUSKY MARKET,75 SUNVALLEY BLVD SE,CALGARY,AB,T2X 2G6,no,600,2300,yes,no,yes,3,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,50.90639,-114.0483371,yes,no
1205,221,SSERV,yes,CANYON MEADOWS HUSKY MARKET,HUSKY,(403)281-4420,(403)453-0330,CANYON MEADOWS HUSKY MARKET,1071 CANYON MEADOWS DR SW,CALGARY,AB,T2W 5Z4,no,600,2200,yes,no,yes,3,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,50.93927042,-114.08509,yes,no
1207,CRU,INCOM,yes,CANYON MEADOWS TIRE & AUTO,HUSKY,(403)251-1778,(403)251-1726,CANYON MEADOWS TIRE & AUTO,1071 CANYON MEADOWS DR SW,CALGARY,AB,T2W 5Z4,no,0,2400,no,no,yes,,no,,,no,no,,no,no,no,no,no,no,no,no,no,?,?,?,?,?,2,ALT03,no,MS003,no,?,?,667086,R6,E30,,105849434RT,,ERNT,,,,,,50.939397,-114.084924,yes,no
1211,105,FSERV,no,BIG ROCK HUSKY,HUSKY,(778)420-2527,(000)000-0000,BIG ROCK HUSKY,906 SOUTH ISLAND HWY,CAMPBELL RIVER,BC,V9W 1B1,no,700,2000,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,1,ALT09,yes,MS014,no,?,no,667201,R4,CC,,831248364,,ERNT,,,,,,49.99161352,-125.2278717,yes,no
1213,1,BULKC,no,EQUIP PLUS SALES & SERV,HUSKY,(780)672-0082,(780)672-1812,6809   42A AVENUE,,CAMROSE,AB,T4V 3S4,no,0,0,no,no,no,,no,,,no,no,,?,?,no,no,no,no,?,no,no,no,no,no,?,no,91,ALT09,yes,MS007,no,?,no,880914,T4,E25TH,,,,,,,,,,0,0,yes,no
1214,108,SSERV,yes,CAMROSE HUSKY/MAC'S,HUSKY,(780)672-2441,(416)609-7161,CAMROSE HUSKY/MAC'S,4730 65 ST,CAMROSE,AB,T4V 2J6,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,yes,MS007,no,yes,no,939686,R7,30,15,104855408RT,,,,,,,131;154;174;175;,53.010856,-112.852717,yes,no
1218,221,SSERV,yes,PINERIDGE HUSKY,HUSKY,(403)266-2779,(403)247-2246,PINERIDGE HUSKY,6833 26 AVE NE,CALGARY,AB,T1Y 6M7,no,600,2200,yes,no,no,,no,Brush/Softcloth,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.07605223,-113.9356981,yes,no
1219,220,SSERV,yes,LAKEVIEW HUSKY,HUSKY,(403)249-4565,(403)240-4593,LAKEVIEW HUSKY,6633 CROWCHILD TR SW,CALGARY,AB,T3E 5R7,no,700,2100,yes,no,yes,3,no,,,no,no,,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,2,ALT04,yes,MS003,no,no,no,457465,R4,E30,ECOD,139502157RT,,,,,,,105;174;,50.99525296,-114.1181315,yes,no
1220,220,SSERV,no,CALGARY AIRPORT HUSKY,HUSKY,(403)250-8418,(403)295-7494,CALGARY AIRPORT HUSKY,9100 BARLOW TR NE,CALGARY,AB,T3J 3C3,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,no,yes,yes,no,no,2,ALT09,no,MS003,no,yes,no,667876,R4,E30,,826570244RT,,ERNT,105;,;, 1.00;,;,105;,51.135,-113.9994426,yes,no
1225,347,SSERV,yes,DEADMAN'S FLATS HUSKY TC,HUSKY,(403)678-4333,(403)678-4142,DEADMAN'S FLATS HUSKY TC,HWY 1 W (200 1 AVE),DEADMAN'S FLATS,AB,T1W 2W4,no,600,2300,yes,yes,no,,no,,,no,yes,Husky Route Commander,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT01,no,MS007,no,yes,yes,667961,R8,E30,CONS,119331262RT,,ERNT,105;131;173;174;,; 0.70;;;, 0.70; 0.70; 0.70; 0.70;,; 1.00;;;,105;131;173;174;,51.039276,-115.263677,no,no
1227,220,SPISL,yes,FOREST LAWN HUSKY,HUSKY,(403)248-3633,(403)248-3633,FOREST LAWN HUSKY,3819 17 AVE SE,CALGARY,AB,T2A 0S3,no,600,2300,yes,no,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,yes,MS003,no,yes,yes,880724,R7,E30,ECOD,847378569,,ECOD,,,,,105;131;154;174;175;,51.03775622,-113.9787531,yes,no
1228,223,SSERV,yes,COMMISSIONERS HUSKY,HUSKY,(519)679-9040,(519)679-9040,COMMISSIONERS HUSKY,99 COMMISSIONERS RD W,LONDON,ON,N6J 1X7,no,600,2200,yes,no,no,,yes,Brush/Softcloth,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2,ALT04,no,MS010,no,no,no,668010,R7,E30,CONS,752033126RT,,ERNT,104;173;175;, 1.00; 1.00; 1.00;,;;;,;;;,104;173;175;,42.957336,-81.262738,yes,no
1229,223,SSERV,no,N EXETER HUSKY,HUSKY,(519)668-2411,             ,N EXETER HUSKY,1241 WELLINGTON,LONDON,ON,N6E 1M4,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT09,no,MS010,no,yes,no,667912,R7,E30,,898310552RT,,ERNT,,,,,,42.926943,-81.218333,yes,no
1230,224,SSERV,no,TRANS CANADA HUSKY,HUSKY,(403)286-2444,(403)286-2444,TRANS CANADA HUSKY,4503 16 AVE NW ,CALGARY,AB,T3B 0M5,no,500,2400,yes,no,no,,yes,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT09,no,MS003,no,yes,yes,667417,R7,CC,,R894297118,,ERNT,,,,,,51.070386,-114.161625,yes,no
1231,220,SSERV,yes,CARDSTON HUSKY,HUSKY,(403)653-1146,(403)653-1012,CARDSTON HUSKY,60 1 AVE W,CARDSTON,AB,T0K 0K0,no,530,2400,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,yes,MS007,no,?,no,667079,R7,E30,ECOD,899139091RT,,ERNT,,,,,105;131;154;174;,49.20228534,-113.3127714,yes,no
1232,221,SSERV,yes,SANDSTONE HUSKY MARKET,HUSKY,(403)295-6494,(403)286-4162,SANDSTONE HUSKY MARKET,230 SANDARAC DR NW,CALGARY,AB,T3K 4N2,no,600,2200,yes,no,no,,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.13861843,-114.1002875,yes,no
1250,220,SSERV,yes,COCHRANE HUSKY/WINK'S,HUSKY,(403)932-9329,(416)609-7161,COCHRANE HUSKY/WINK'S,58 W AARSBY RD,COCHRANE,AB,T4C 1M1,yes,,,yes,no,no,,no,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS007,no,no,no,939645,R7,30,15,104855408RT,,,,,,,105;131;174;,51.19316338,-114.4890523,yes,no
1256,1901,BULKD,no,BRANDON CALGARY BP,HUSKY,(403)234-8954,(403)543-1360,BRANDON CALGARY BP,740 19 ST,CALGARY,AB,T2G 4E2,no,800,1700,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,no,no,no,no,no,19,ALT09,?,MS000,?,no,?,792770,R6,DUEN,,EXEMPT,,ERNT,,,,,,0,0,no,no
1265,CRU,INCOM,yes,SUNDANCE HUSKY SERVICE,HUSKY,(403)571-2886,             ,SUNDANCE HUSKY SERVICE,75 SUNVALLEY BLVD SE,CALGARY,AB,T2X 2G6,no,600,2300,yes,no,yes,3,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,666737,R7,30,,136353083RT,,ERNT,,,,,,50.906411,-114.04789,yes,no
1277,223,SSERV,yes,HIGHBURY HUSKY,HUSKY,(519)451-2990,(519)451-2990,HIGHBURY HUSKY,1331 HURON ST,LONDON,ON,N5V 1R9,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS010,no,yes,no,668010,R7,E30,CONS,752033126RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.019837,-81.215321,yes,no
1311,220,SSERV,yes,DRUMHELLER HUSKY/WINK'S,HUSKY,(403)823-2207,(416)291-4947,DRUMHELLER HUSKY/WINK'S,175 S RAILWAY AVE,DRUMHELLER,AB,T0J 0Y6,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,yes,MS007,no,yes,no,991661,R7,30,15,102431616RT,,,,,,,131;154;174;175;,51.4616985,-112.7099741,yes,no
1322,104,SSERV,yes,15TH AVE HUSKY,HUSKY,(250)596-3282,(250)596-3283,15TH AVE HUSKY,3605 - 15 AVE,PRINCE GEORGE,BC,V2N 1A3,yes,,,yes,no,no,,yes,,,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,?,?,1,ALT04,no,MS006,no,yes,?,667822,R4,ECOD,ECOD,856706965RT,,ERNT,,,,,104;131;175;,53.91026,-122.786944,yes,no
1335,223,SSERV,yes,POND MILLS HUSKY,HUSKY,(519)681-4298,(519)681-4298,POND MILLS HUSKY,1085 COMMISSIONERS RD E,LONDON,ON,N5Z 4L9,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,2,ALT04,no,MS010,no,yes,no,668010,R7,E30,CONS,752033126RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,42.961534,-81.2002044,yes,no
1336,104,SSERV,yes,BARKERVILLE HUSKY,HUSKY,(250)992-3700,(250)992-8005,BARKERVILLE HUSKY,707 BARKERVILLE HIGHWAY,QUESNEL,BC,V2J 6W4,no,630,2200,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,?,?,?,?,1,ALT04,no,MS006,no,yes,?,667820,R7,ECOD,ECOD,850111980RT,,ERNT,,,,,104;131;136;175;,53.019434,-122.476925,yes,no
1337,223,SSERV,yes,THOROLD ROAD HUSKY,HUSKY,(905)788-0070,(905)788-0070,THOROLD ROAD HUSKY,APT 3 136 THOROLD ROAD,WELLAND,ON,L3C 3V3,no,600,2200,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS000,no,yes,no,667832,R7,E30,ECOD,843246711RT,,ERNT,,,,,104;131;175;,43.003808,-79.2550044,yes,no
1419,107,SSERV,no,CHILLIWACK GAS BAR,HUSKY,(604)792-8970,(604)792-8970,CHILLIWACK GAS BAR,45736 OLD YALE RD,CHILLIWACK,BC,V2P 2N3,no,600,2300,yes,no,no,,no,,,no,no,,no,?,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT09,yes,MS016,no,yes,no,666785,R4,PREPAY,,,,,,,,,,49.156911,-121.959483,yes,no
1422,347,SSERV,yes,CHILLIWACK HUSKY TC,HUSKY,(604)858-5113,(604)824-0481,CHILLIWACK HUSKY TC,7620A VEDDER RD,CHILLIWACK,BC,V2R 4E8,yes,,,yes,yes,no,,no,,,no,no,Husky Route Commander,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,3,ALT01,no,MS016,no,yes,no,667947,R1,E30,CONS,893528240RT,,ERNT,104;131;164;173;175;9131;,; 0.70; 0.70;;; 0.70;, 0.70; 0.70;; 0.70; 0.70;;,; 1.00; 1.00;;; 1.00;,104;131;164;173;175;9131;,49.14097305,-121.9600037,no,yes
